gcam_scenario,target_scenario,Sector,Technology,Policy_Type,Year,MSG_Impl,Value,target_num,target_unit,GCAM_Share,iamc_var,iamc_raw,iamc_raw_unit,conversion,gcam_value,gen_var,gen_raw_EJ,gen_GWa,cf,cf_source,gen_implied_GW,is_ndc,ndc_mult,gap_abs,gap_pct,direction,ref_gcam_value,ref_gap_pct,cm_gcam_value,cm_gap_pct,gap_change_pct,cm_vs_ref,calc_note
CurrentMeasures,Current Measures,Power,Wind,Total Capacity (GW),2025,Hard bound (Min/Max),1.845,1.845,GW,NA,Capacity|Electricity|Wind,4.633811004518802,GW,1,4.633811004518802,Secondary Energy|Electricity|Wind,0.01607407433,0.5097055214486907,0.35,electricity_water.xml (Pak),1.4563014898534021,FALSE,NA,2.788811004518802,151.15506799559904,OVER,6.482097104587294,251.33317640039533,4.633811004518802,151.15506799559904,-100.17810840479629,CLOSING,IAMC direct = 4.63 GW (gcamreport blended CF). Gen = 0.016074 EJ = 0.510 GWa / CF 0.3500 = 1.5 GW implied (electricity_water.xml (Pak))
CurrentMeasuresRev,Current Measures,Power,Wind,Total Capacity (GW),2025,Hard bound (Min/Max),1.845,1.845,GW,NA,Capacity|Electricity|Wind,4.969487685297565,GW,1,4.969487685297565,Secondary Energy|Electricity|Wind,0.01748278566,0.5543754618936114,0.35,electricity_water.xml (Pak),1.5839298911246043,FALSE,NA,3.1244876852975656,169.3489260323884,OVER,6.482097104587294,251.33317640039533,4.633811004518802,151.15506799559904,-100.17810840479629,CLOSING,IAMC direct = 4.97 GW (gcamreport blended CF). Gen = 0.017483 EJ = 0.554 GWa / CF 0.3500 = 1.6 GW implied (electricity_water.xml (Pak))
Reference,Current Measures,Power,Wind,Total Capacity (GW),2025,Hard bound (Min/Max),1.845,1.845,GW,NA,Capacity|Electricity|Wind,6.482097104587294,GW,1,6.482097104587294,Secondary Energy|Electricity|Wind,0.0238305111,0.755660502573669,0.35,electricity_water.xml (Pak),2.15903000735334,FALSE,NA,4.637097104587294,251.33317640039533,OVER,6.482097104587294,251.33317640039533,4.633811004518802,151.15506799559904,-100.17810840479629,CLOSING,IAMC direct = 6.48 GW (gcamreport blended CF). Gen = 0.023831 EJ = 0.756 GWa / CF 0.3500 = 2.2 GW implied (electricity_water.xml (Pak))
CurrentMeasures,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2025,Hard bound (Min/Max),0.007907,0.007907,GWa,2.96921e-4,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.0384321078,EJ,31.70979,1.218674067595362,NA,NA,NA,NA,NA,NA,FALSE,NA,1.210767067595362,15312.597288419904,OVER,1.1829974209181102,14861.393966335021,1.218674067595362,15312.597288419904,451.20332208488253,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.038432 EJ * 31.70979 = 1.219 GWa
CurrentMeasuresRev,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2025,Hard bound (Min/Max),0.007907,0.007907,GWa,2.96921e-4,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.0431269723,EJ,31.70979,1.367547234968817,NA,NA,NA,NA,NA,NA,FALSE,NA,1.3596402349688168,17195.399455783696,OVER,1.1829974209181102,14861.393966335021,1.218674067595362,15312.597288419904,451.20332208488253,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.043127 EJ * 31.70979 = 1.368 GWa
Reference,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2025,Hard bound (Min/Max),0.007907,0.007907,GWa,2.96921e-4,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.037307009,EJ,31.70979,1.1829974209181102,NA,NA,NA,NA,NA,NA,FALSE,NA,1.1750904209181101,14861.393966335021,OVER,1.1829974209181102,14861.393966335021,1.218674067595362,15312.597288419904,451.20332208488253,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.037307 EJ * 31.70979 = 1.183 GWa
CurrentMeasures,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2030,Hard bound (Min),0.33,0.33,GWa,0.011175076,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.0517687745,EJ,31.70979,1.641576967952355,NA,NA,NA,NA,NA,NA,FALSE,NA,1.311576967952355,397.44756604616816,OVER,1.565579553883821,374.41804663146087,1.641576967952355,397.44756604616816,23.029519414707295,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.051769 EJ * 31.70979 = 1.642 GWa
CurrentMeasuresRev,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2030,Hard bound (Min),0.33,0.33,GWa,0.011175076,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.0570206568,EJ,31.70979,1.8081130527900722,NA,NA,NA,NA,NA,NA,FALSE,NA,1.478113052790072,447.91304630002185,OVER,1.565579553883821,374.41804663146087,1.641576967952355,397.44756604616816,23.029519414707295,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.057021 EJ * 31.70979 = 1.808 GWa
Reference,Current Measures,Transport,Electric Vehicles,Total Activity (GWa ),2030,Hard bound (Min),0.33,0.33,GWa,0.011175076,Final Energy|Transportation|Light-Duty Vehicle|Electricity,0.0493721199,EJ,31.70979,1.565579553883821,NA,NA,NA,NA,NA,NA,FALSE,NA,1.235579553883821,374.41804663146087,OVER,1.565579553883821,374.41804663146087,1.641576967952355,397.44756604616816,23.029519414707295,WIDENING,IAMC 'Final Energy|Transportation|Light-Duty Vehicle|Electricity' = 0.049372 EJ * 31.70979 = 1.566 GWa
CurrentMeasures,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.5 times Current Measures,145.6612827068169,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,291.3225654136338,Mt CO2/yr,1,291.3225654136338,NA,NA,NA,NA,NA,NA,TRUE,0.5,145.6612827068169,100,OVER,306.3019469644291,110.28370839006365,291.3225654136338,100,-10.283708390063651,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 291.3 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 145.7 Mt
CurrentMeasuresRev,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.5 times Current Measures,145.6612827068169,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,288.9932648526794,Mt CO2/yr,1,288.9932648526794,NA,NA,NA,NA,NA,NA,TRUE,0.5,143.33198214586247,98.40087872517037,OVER,306.3019469644291,110.28370839006365,291.3225654136338,100,-10.283708390063651,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 289.0 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 144.5 Mt
Reference,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.5 times Current Measures,145.6612827068169,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,306.3019469644291,Mt CO2/yr,1,306.3019469644291,NA,NA,NA,NA,NA,NA,TRUE,0.5,160.64066425761217,110.28370839006365,OVER,306.3019469644291,110.28370839006365,291.3225654136338,100,-10.283708390063651,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 306.3 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 153.2 Mt
CurrentMeasures,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.5 times Current Measures,173.51268844549594,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,347.0253768909919,Mt CO2/yr,1,347.0253768909919,NA,NA,NA,NA,NA,NA,TRUE,0.5,173.51268844549594,100,OVER,372.0393043162186,114.4161949476589,347.0253768909919,100,-14.416194947658894,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 347.0 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 173.5 Mt
CurrentMeasuresRev,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.5 times Current Measures,173.51268844549594,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,343.3852773621738,Mt CO2/yr,1,343.3852773621738,NA,NA,NA,NA,NA,NA,TRUE,0.5,169.87258891667784,97.90211334892575,OVER,372.0393043162186,114.4161949476589,347.0253768909919,100,-14.416194947658894,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 343.4 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 171.7 Mt
Reference,NDC Conditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.5 times Current Measures,173.51268844549594,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,372.0393043162186,Mt CO2/yr,1,372.0393043162186,NA,NA,NA,NA,NA,NA,TRUE,0.5,198.52661587072265,114.4161949476589,OVER,372.0393043162186,114.4161949476589,347.0253768909919,100,-14.416194947658894,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 372.0 Mt. Target = x0.50 of CM scenario (need CM run). If CM ≈ this: 186.0 Mt
CurrentMeasures,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.85 times Current Measures,247.62418060158873,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,291.3225654136338,Mt CO2/yr,1,291.3225654136338,NA,NA,NA,NA,NA,NA,TRUE,0.85,43.69838481204508,17.647058823529417,OVER,306.3019469644291,23.696299052978624,291.3225654136338,17.647058823529417,-6.049240229449207,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 291.3 Mt. Target = x0.85 of CM scenario (need CM run). If CM ≈ this: 247.6 Mt
CurrentMeasuresRev,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.85 times Current Measures,247.62418060158873,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,288.9932648526794,Mt CO2/yr,1,288.9932648526794,NA,NA,NA,NA,NA,NA,TRUE,0.85,41.36908425109064,16.706399250100223,OVER,306.3019469644291,23.696299052978624,291.3225654136338,17.647058823529417,-6.049240229449207,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 289.0 Mt. Target = x0.85 of CM scenario (need CM run). If CM ≈ this: 245.6 Mt
Reference,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2030,Hard bound (Max),0.85 times Current Measures,247.62418060158873,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,306.3019469644291,Mt CO2/yr,1,306.3019469644291,NA,NA,NA,NA,NA,NA,TRUE,0.85,58.677766362840345,23.696299052978624,OVER,306.3019469644291,23.696299052978624,291.3225654136338,17.647058823529417,-6.049240229449207,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 306.3 Mt. Target = x0.85 of CM scenario (need CM run). If CM ≈ this: 260.4 Mt
CurrentMeasures,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.83 times Current Measures,288.03106281952324,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,347.0253768909919,Mt CO2/yr,1,347.0253768909919,NA,NA,NA,NA,NA,NA,TRUE,0.83,58.99431407146864,20.48192771084338,OVER,372.0393043162186,29.166382498589705,347.0253768909919,20.48192771084338,-8.684454787746326,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 347.0 Mt. Target = x0.83 of CM scenario (need CM run). If CM ≈ this: 288.0 Mt
CurrentMeasuresRev,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.83 times Current Measures,288.03106281952324,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,343.3852773621738,Mt CO2/yr,1,343.3852773621738,NA,NA,NA,NA,NA,NA,TRUE,0.83,55.35421454265054,19.21814057164203,OVER,372.0393043162186,29.166382498589705,347.0253768909919,20.48192771084338,-8.684454787746326,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 343.4 Mt. Target = x0.83 of CM scenario (need CM run). If CM ≈ this: 285.0 Mt
Reference,NDC Unconditional,"Energy, Waste, IPP",Emissions,Reduction,2035,Hard bound (Max),0.83 times Current Measures,288.03106281952324,Mt CO2/yr,NA,Emissions|CO2|Energy and Industrial Processes,372.0393043162186,Mt CO2/yr,1,372.0393043162186,NA,NA,NA,NA,NA,NA,TRUE,0.83,84.00824149669535,29.166382498589705,OVER,372.0393043162186,29.166382498589705,347.0253768909919,20.48192771084338,-8.684454787746326,CLOSING,IAMC 'Emissions|CO2|Energy and Industrial Processes' = 372.0 Mt. Target = x0.83 of CM scenario (need CM run). If CM ≈ this: 308.8 Mt
