Units,scenario,region,sector,input,year,value
EJ,Reference,Pakistan,agricultural energy use,electricity,1975,2.09003e-5
EJ,Reference,Pakistan,agricultural energy use,electricity,1990,0.0018
EJ,Reference,Pakistan,agricultural energy use,electricity,2025,5.57503e-7
EJ,Reference,Pakistan,agricultural energy use,electricity,2030,4.4457e-6
EJ,Reference,Pakistan,agricultural energy use,electricity,2035,1.3837281e-5
EJ,Reference,Pakistan,agricultural energy use,electricity,2040,3.0251162999999998e-5
EJ,Reference,Pakistan,agricultural energy use,electricity,2045,5.1396418e-5
EJ,Reference,Pakistan,agricultural energy use,electricity,2050,8.671851999999999e-5
EJ,Reference,Pakistan,agricultural energy use,electricity,2055,1.1608289e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2060,1.3731352e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2065,1.5130249999999998e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2070,1.604789e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2075,1.67738e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2080,1.730403e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2085,1.769071e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2090,1.799836e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2095,1.8203810000000001e-4
EJ,Reference,Pakistan,agricultural energy use,electricity,2100,1.837408e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2025,1.0487714e-6
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2030,7.3535467e-6
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2035,1.914517567e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2040,3.35373307e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2045,4.5270803299999997e-05
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2050,5.9068442e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2055,7.113253e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2060,8.1403287e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2065,8.9641454e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2070,9.5803447e-5
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2075,1.0076149800000001e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2080,1.04601429e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2085,1.07839463e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2090,1.1088377899999999e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2095,1.1346469999999999e-4
EJ,Reference,Pakistan,agricultural energy use,hydrogen,2100,1.15731563e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,1975,0.01188838
EJ,Reference,Pakistan,agricultural energy use,refined liquids,1990,0.012641699999999999
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2005,0.00431155
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2010,0.0018000000000000002
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2015,6.69815e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2021,6.279020000000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2025,6.676978e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2030,7.121596e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2035,7.355755e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2040,7.427092100000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2045,7.516633e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2050,7.334506000000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2055,7.331552e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2060,7.621373e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2065,8.033292e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2070,8.379236000000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2075,8.627270000000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2080,8.769291000000001e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2085,8.835924e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2090,8.868955e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2095,8.859146e-4
EJ,Reference,Pakistan,agricultural energy use,refined liquids,2100,8.843648000000001e-4
EJ,Reference,Pakistan,ammonia,gas,1975,0.0134978
EJ,Reference,Pakistan,ammonia,gas,1990,0.0463874
EJ,Reference,Pakistan,ammonia,gas,2005,0.102311
EJ,Reference,Pakistan,ammonia,gas,2010,0.114235
EJ,Reference,Pakistan,ammonia,gas,2015,0.119497
EJ,Reference,Pakistan,ammonia,gas,2021,0.14262
EJ,Reference,Pakistan,ammonia,gas,2025,0.14540662
EJ,Reference,Pakistan,ammonia,gas,2030,0.157059128
EJ,Reference,Pakistan,ammonia,gas,2035,0.1655904999
EJ,Reference,Pakistan,ammonia,gas,2040,0.1651897419
EJ,Reference,Pakistan,ammonia,gas,2045,0.15705905300000003
EJ,Reference,Pakistan,ammonia,gas,2050,0.1519587107
EJ,Reference,Pakistan,ammonia,gas,2055,0.14605771820000002
EJ,Reference,Pakistan,ammonia,gas,2060,0.14303621809999997
EJ,Reference,Pakistan,ammonia,gas,2065,0.140735101806
EJ,Reference,Pakistan,ammonia,gas,2070,0.13909581852
EJ,Reference,Pakistan,ammonia,gas,2075,0.1391776563
EJ,Reference,Pakistan,ammonia,gas,2080,0.13942335745
EJ,Reference,Pakistan,ammonia,gas,2085,0.13947473000000002
EJ,Reference,Pakistan,ammonia,gas,2090,0.13999335899999998
EJ,Reference,Pakistan,ammonia,gas,2095,0.140522429
EJ,Reference,Pakistan,ammonia,gas,2100,0.14131114400000003
EJ,Reference,Pakistan,ammonia,hydrogen,2030,4.66175e-4
EJ,Reference,Pakistan,ammonia,hydrogen,2035,0.0018626489999999999
EJ,Reference,Pakistan,ammonia,hydrogen,2040,0.005505249
EJ,Reference,Pakistan,ammonia,hydrogen,2045,0.010906636
EJ,Reference,Pakistan,ammonia,hydrogen,2050,0.015246994
EJ,Reference,Pakistan,ammonia,hydrogen,2055,0.017484142999999997
EJ,Reference,Pakistan,ammonia,hydrogen,2060,0.0199355086
EJ,Reference,Pakistan,ammonia,hydrogen,2065,0.022002288749999998
EJ,Reference,Pakistan,ammonia,hydrogen,2070,0.023398499399999998
EJ,Reference,Pakistan,ammonia,hydrogen,2075,0.0243502726
EJ,Reference,Pakistan,ammonia,hydrogen,2080,0.0250279149
EJ,Reference,Pakistan,ammonia,hydrogen,2085,0.0256024499
EJ,Reference,Pakistan,ammonia,hydrogen,2090,0.026229099400000004
EJ,Reference,Pakistan,ammonia,hydrogen,2095,0.0268097307
EJ,Reference,Pakistan,ammonia,hydrogen,2100,0.0274148484
EJ,Reference,Pakistan,cement,electricity,1975,0.00153098
EJ,Reference,Pakistan,cement,electricity,1990,0.00367941
EJ,Reference,Pakistan,cement,electricity,2005,0.00799443
EJ,Reference,Pakistan,cement,electricity,2010,0.0150483
EJ,Reference,Pakistan,cement,electricity,2015,0.0150483
EJ,Reference,Pakistan,cement,electricity,2021,0.0150483
EJ,Reference,Pakistan,cement,electricity,2025,0.01694285
EJ,Reference,Pakistan,cement,electricity,2030,0.02304901
EJ,Reference,Pakistan,cement,electricity,2035,0.030299720000000002
EJ,Reference,Pakistan,cement,electricity,2040,0.03883358
EJ,Reference,Pakistan,cement,electricity,2045,0.047889650000000006
EJ,Reference,Pakistan,cement,electricity,2050,0.05659899800000001
EJ,Reference,Pakistan,cement,electricity,2055,0.0648364944
EJ,Reference,Pakistan,cement,electricity,2060,0.07268938990000001
EJ,Reference,Pakistan,cement,electricity,2065,0.0801928735
EJ,Reference,Pakistan,cement,electricity,2070,0.0871688625
EJ,Reference,Pakistan,cement,electricity,2075,0.093534853000000015
EJ,Reference,Pakistan,cement,electricity,2080,0.09911172000000001
EJ,Reference,Pakistan,cement,electricity,2085,0.103962306
EJ,Reference,Pakistan,cement,electricity,2090,0.108152808
EJ,Reference,Pakistan,cement,electricity,2095,0.111732674
EJ,Reference,Pakistan,cement,electricity,2100,0.114745437
EJ,Reference,Pakistan,chemical energy use,gas,1975,0.00640875
EJ,Reference,Pakistan,chemical energy use,gas,2015,0.00741661
EJ,Reference,Pakistan,chemical energy use,gas,2021,0.0083694
EJ,Reference,Pakistan,chemical energy use,gas,2025,0.009116331
EJ,Reference,Pakistan,chemical energy use,gas,2030,0.010264564
EJ,Reference,Pakistan,chemical energy use,gas,2035,0.011473106
EJ,Reference,Pakistan,chemical energy use,gas,2040,0.012756581999999999
EJ,Reference,Pakistan,chemical energy use,gas,2045,0.014274496999999999
EJ,Reference,Pakistan,chemical energy use,gas,2050,0.015967195
EJ,Reference,Pakistan,chemical energy use,gas,2055,0.0178758953
EJ,Reference,Pakistan,chemical energy use,gas,2060,0.02017092952
EJ,Reference,Pakistan,chemical energy use,gas,2065,0.02274798234
EJ,Reference,Pakistan,chemical energy use,gas,2070,0.025496844082
EJ,Reference,Pakistan,chemical energy use,gas,2075,0.028422631214499998
EJ,Reference,Pakistan,chemical energy use,gas,2080,0.0315473606695
EJ,Reference,Pakistan,chemical energy use,gas,2085,0.03501735780543
EJ,Reference,Pakistan,chemical energy use,gas,2090,0.03889433352704
EJ,Reference,Pakistan,chemical energy use,gas,2095,0.0431424935483
EJ,Reference,Pakistan,chemical energy use,gas,2100,0.0476559048914
EJ,Reference,Pakistan,chemical energy use,hydrogen,2055,7.03108e-4
EJ,Reference,Pakistan,chemical energy use,hydrogen,2060,0.0017074339999999999
EJ,Reference,Pakistan,chemical energy use,hydrogen,2065,0.003103841
EJ,Reference,Pakistan,chemical energy use,hydrogen,2070,0.004747914
EJ,Reference,Pakistan,chemical energy use,hydrogen,2075,0.006458195999999999
EJ,Reference,Pakistan,chemical energy use,hydrogen,2080,0.008257361999999999
EJ,Reference,Pakistan,chemical energy use,hydrogen,2085,0.0103553991
EJ,Reference,Pakistan,chemical energy use,hydrogen,2090,0.0128633663
EJ,Reference,Pakistan,chemical energy use,hydrogen,2095,0.01579109772
EJ,Reference,Pakistan,chemical energy use,hydrogen,2100,0.019123652825
EJ,Reference,Pakistan,chemical energy use,refined liquids,1975,0.00117209
EJ,Reference,Pakistan,chemical energy use,refined liquids,1990,0.0033069
EJ,Reference,Pakistan,chemical energy use,refined liquids,2005,0.0344508
EJ,Reference,Pakistan,chemical energy use,refined liquids,2010,0.0177068
EJ,Reference,Pakistan,chemical energy use,refined liquids,2015,0.0205533
EJ,Reference,Pakistan,chemical energy use,refined liquids,2021,0.0246137
EJ,Reference,Pakistan,chemical energy use,refined liquids,2025,0.02664871
EJ,Reference,Pakistan,chemical energy use,refined liquids,2030,0.02991997
EJ,Reference,Pakistan,chemical energy use,refined liquids,2035,0.03378141
EJ,Reference,Pakistan,chemical energy use,refined liquids,2040,0.03886829
EJ,Reference,Pakistan,chemical energy use,refined liquids,2045,0.04516516
EJ,Reference,Pakistan,chemical energy use,refined liquids,2050,0.051776578000000004
EJ,Reference,Pakistan,chemical energy use,refined liquids,2055,0.058055185999999995
EJ,Reference,Pakistan,chemical energy use,refined liquids,2060,0.0651264542
EJ,Reference,Pakistan,chemical energy use,refined liquids,2065,0.07311573553999999
EJ,Reference,Pakistan,chemical energy use,refined liquids,2070,0.08211935385
EJ,Reference,Pakistan,chemical energy use,refined liquids,2075,0.092147167433
EJ,Reference,Pakistan,chemical energy use,refined liquids,2080,0.1032158000689
EJ,Reference,Pakistan,chemical energy use,refined liquids,2085,0.1152936081564
EJ,Reference,Pakistan,chemical energy use,refined liquids,2090,0.12823997860150002
EJ,Reference,Pakistan,chemical energy use,refined liquids,2095,0.141731563877
EJ,Reference,Pakistan,chemical energy use,refined liquids,2100,0.15577062726430002
EJ,Reference,Pakistan,chemical feedstocks,gas,1975,0.0063397
EJ,Reference,Pakistan,chemical feedstocks,gas,1990,0.0566269
EJ,Reference,Pakistan,chemical feedstocks,gas,2005,0.0621266
EJ,Reference,Pakistan,chemical feedstocks,gas,2010,0.0679021
EJ,Reference,Pakistan,chemical feedstocks,gas,2015,0.0732209
EJ,Reference,Pakistan,chemical feedstocks,gas,2021,0.0976188
EJ,Reference,Pakistan,chemical feedstocks,gas,2025,0.102863
EJ,Reference,Pakistan,chemical feedstocks,gas,2030,0.110831
EJ,Reference,Pakistan,chemical feedstocks,gas,2035,0.118098
EJ,Reference,Pakistan,chemical feedstocks,gas,2040,0.124311
EJ,Reference,Pakistan,chemical feedstocks,gas,2045,0.13067
EJ,Reference,Pakistan,chemical feedstocks,gas,2050,0.137989
EJ,Reference,Pakistan,chemical feedstocks,gas,2055,0.147023
EJ,Reference,Pakistan,chemical feedstocks,gas,2060,0.156078
EJ,Reference,Pakistan,chemical feedstocks,gas,2065,0.164764
EJ,Reference,Pakistan,chemical feedstocks,gas,2070,0.173508
EJ,Reference,Pakistan,chemical feedstocks,gas,2075,0.183086
EJ,Reference,Pakistan,chemical feedstocks,gas,2080,0.193013
EJ,Reference,Pakistan,chemical feedstocks,gas,2085,0.203577
EJ,Reference,Pakistan,chemical feedstocks,gas,2090,0.214431
EJ,Reference,Pakistan,chemical feedstocks,gas,2095,0.225209
EJ,Reference,Pakistan,chemical feedstocks,gas,2100,0.234893
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2025,0.00276951
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2030,0.00684942
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2035,0.0119507
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2040,0.0178548
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2045,0.0238717
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2050,0.0306985
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2055,0.0372843
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2060,0.0452619
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2065,0.0545681
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2070,0.0650869
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2075,0.0762626
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2080,0.0882735
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2085,0.100705
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2090,0.11369
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2095,0.127108
EJ,Reference,Pakistan,chemical feedstocks,refined liquids,2100,0.141369
EJ,Reference,Pakistan,comm cooling,electricity,1990,0.00275333
EJ,Reference,Pakistan,comm cooling,electricity,2005,0.00582169
EJ,Reference,Pakistan,comm cooling,electricity,2010,0.00681139
EJ,Reference,Pakistan,comm cooling,electricity,2015,0.00710531
EJ,Reference,Pakistan,comm cooling,electricity,2021,0.0106358
EJ,Reference,Pakistan,comm cooling,electricity,2025,0.0126173
EJ,Reference,Pakistan,comm cooling,electricity,2030,0.0174847
EJ,Reference,Pakistan,comm cooling,electricity,2035,0.0238535
EJ,Reference,Pakistan,comm cooling,electricity,2040,0.0329417
EJ,Reference,Pakistan,comm cooling,electricity,2045,0.0457823
EJ,Reference,Pakistan,comm cooling,electricity,2050,0.0627179
EJ,Reference,Pakistan,comm cooling,electricity,2055,0.0841553
EJ,Reference,Pakistan,comm cooling,electricity,2060,0.110356
EJ,Reference,Pakistan,comm cooling,electricity,2065,0.140513
EJ,Reference,Pakistan,comm cooling,electricity,2070,0.173357
EJ,Reference,Pakistan,comm cooling,electricity,2075,0.207614
EJ,Reference,Pakistan,comm cooling,electricity,2080,0.240518
EJ,Reference,Pakistan,comm cooling,electricity,2085,0.270858
EJ,Reference,Pakistan,comm cooling,electricity,2090,0.297854
EJ,Reference,Pakistan,comm cooling,electricity,2095,0.320468
EJ,Reference,Pakistan,comm cooling,electricity,2100,0.339479
EJ,Reference,Pakistan,comm heating,gas,1990,0.00273366
EJ,Reference,Pakistan,comm heating,gas,2005,0.00649502
EJ,Reference,Pakistan,comm heating,gas,2010,0.00809132
EJ,Reference,Pakistan,comm heating,gas,2015,0.00746277
EJ,Reference,Pakistan,comm heating,gas,2021,0.00640519
EJ,Reference,Pakistan,comm heating,gas,2025,0.00771029
EJ,Reference,Pakistan,comm heating,gas,2030,0.00998039
EJ,Reference,Pakistan,comm heating,gas,2035,0.0125823
EJ,Reference,Pakistan,comm heating,gas,2040,0.0161777
EJ,Reference,Pakistan,comm heating,gas,2045,0.0216053
EJ,Reference,Pakistan,comm heating,gas,2050,0.0283194
EJ,Reference,Pakistan,comm heating,gas,2055,0.0381145
EJ,Reference,Pakistan,comm heating,gas,2060,0.0479478
EJ,Reference,Pakistan,comm heating,gas,2065,0.0574428
EJ,Reference,Pakistan,comm heating,gas,2070,0.0660023
EJ,Reference,Pakistan,comm heating,gas,2075,0.0739866
EJ,Reference,Pakistan,comm heating,gas,2080,0.0803696
EJ,Reference,Pakistan,comm heating,gas,2085,0.0855902
EJ,Reference,Pakistan,comm heating,gas,2090,0.0890769
EJ,Reference,Pakistan,comm heating,gas,2095,0.0908212
EJ,Reference,Pakistan,comm heating,gas,2100,0.0908957
EJ,Reference,Pakistan,comm heating,hydrogen,2025,1.64994e-6
EJ,Reference,Pakistan,comm heating,hydrogen,2030,2.95998e-5
EJ,Reference,Pakistan,comm heating,hydrogen,2035,5.81481e-5
EJ,Reference,Pakistan,comm heating,hydrogen,2040,1.05018e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2045,1.89857e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2050,3.28974e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2055,4.72255e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2060,6.30815e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2065,8.11254e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2070,9.90431e-4
EJ,Reference,Pakistan,comm heating,hydrogen,2075,0.00116926
EJ,Reference,Pakistan,comm heating,hydrogen,2080,0.00133709
EJ,Reference,Pakistan,comm heating,hydrogen,2085,0.00148784
EJ,Reference,Pakistan,comm heating,hydrogen,2090,0.0016091
EJ,Reference,Pakistan,comm heating,hydrogen,2095,0.00170499
EJ,Reference,Pakistan,comm heating,hydrogen,2100,0.00177575
EJ,Reference,Pakistan,comm heating,refined liquids,1990,0.00248606
EJ,Reference,Pakistan,comm heating,refined liquids,2005,0.00513261
EJ,Reference,Pakistan,comm heating,refined liquids,2010,0.00539992
EJ,Reference,Pakistan,comm heating,refined liquids,2015,0.0129784
EJ,Reference,Pakistan,comm heating,refined liquids,2021,0.0158656
EJ,Reference,Pakistan,comm heating,refined liquids,2025,0.0175855
EJ,Reference,Pakistan,comm heating,refined liquids,2030,0.0237718
EJ,Reference,Pakistan,comm heating,refined liquids,2035,0.0324708
EJ,Reference,Pakistan,comm heating,refined liquids,2040,0.0446759
EJ,Reference,Pakistan,comm heating,refined liquids,2045,0.0604082
EJ,Reference,Pakistan,comm heating,refined liquids,2050,0.0801735
EJ,Reference,Pakistan,comm heating,refined liquids,2055,0.10172
EJ,Reference,Pakistan,comm heating,refined liquids,2060,0.126912
EJ,Reference,Pakistan,comm heating,refined liquids,2065,0.154219
EJ,Reference,Pakistan,comm heating,refined liquids,2070,0.180931
EJ,Reference,Pakistan,comm heating,refined liquids,2075,0.204315
EJ,Reference,Pakistan,comm heating,refined liquids,2080,0.222294
EJ,Reference,Pakistan,comm heating,refined liquids,2085,0.234093
EJ,Reference,Pakistan,comm heating,refined liquids,2090,0.240347
EJ,Reference,Pakistan,comm heating,refined liquids,2095,0.24141
EJ,Reference,Pakistan,comm heating,refined liquids,2100,0.240059
EJ,Reference,Pakistan,comm others,electricity,1990,0.00738999
EJ,Reference,Pakistan,comm others,electricity,2005,0.0156255
EJ,Reference,Pakistan,comm others,electricity,2010,0.0182818
EJ,Reference,Pakistan,comm others,electricity,2015,0.0190708
EJ,Reference,Pakistan,comm others,electricity,2021,0.0285466
EJ,Reference,Pakistan,comm others,electricity,2025,0.0404107
EJ,Reference,Pakistan,comm others,electricity,2030,0.0625994
EJ,Reference,Pakistan,comm others,electricity,2035,0.0930076
EJ,Reference,Pakistan,comm others,electricity,2040,0.139324
EJ,Reference,Pakistan,comm others,electricity,2045,0.209259
EJ,Reference,Pakistan,comm others,electricity,2050,0.308369
EJ,Reference,Pakistan,comm others,electricity,2055,0.443037
EJ,Reference,Pakistan,comm others,electricity,2060,0.619672
EJ,Reference,Pakistan,comm others,electricity,2065,0.83844
EJ,Reference,Pakistan,comm others,electricity,2070,1.09613
EJ,Reference,Pakistan,comm others,electricity,2075,1.38761
EJ,Reference,Pakistan,comm others,electricity,2080,1.69311
EJ,Reference,Pakistan,comm others,electricity,2085,2.00281
EJ,Reference,Pakistan,comm others,electricity,2090,2.31328
EJ,Reference,Pakistan,comm others,electricity,2095,2.61388
EJ,Reference,Pakistan,comm others,electricity,2100,2.90333
EJ,Reference,Pakistan,comm others,gas,1990,0.00873599
EJ,Reference,Pakistan,comm others,gas,2005,0.0207559
EJ,Reference,Pakistan,comm others,gas,2010,0.0258571
EJ,Reference,Pakistan,comm others,gas,2015,0.0238485
EJ,Reference,Pakistan,comm others,gas,2021,0.0204689
EJ,Reference,Pakistan,comm others,gas,2025,0.020851
EJ,Reference,Pakistan,comm others,gas,2030,0.0277785
EJ,Reference,Pakistan,comm others,gas,2035,0.0370976
EJ,Reference,Pakistan,comm others,gas,2040,0.0504296
EJ,Reference,Pakistan,comm others,gas,2045,0.0709768
EJ,Reference,Pakistan,comm others,gas,2050,0.0974902
EJ,Reference,Pakistan,comm others,gas,2055,0.134198
EJ,Reference,Pakistan,comm others,gas,2060,0.17727299999999999
EJ,Reference,Pakistan,comm others,gas,2065,0.223865
EJ,Reference,Pakistan,comm others,gas,2070,0.271739
EJ,Reference,Pakistan,comm others,gas,2075,0.32229
EJ,Reference,Pakistan,comm others,gas,2080,0.372178
EJ,Reference,Pakistan,comm others,gas,2085,0.422197
EJ,Reference,Pakistan,comm others,gas,2090,0.46854
EJ,Reference,Pakistan,comm others,gas,2095,0.509087
EJ,Reference,Pakistan,comm others,gas,2100,0.545013
EJ,Reference,Pakistan,comm others,hydrogen,2025,6.89644e-6
EJ,Reference,Pakistan,comm others,hydrogen,2030,1.16406e-4
EJ,Reference,Pakistan,comm others,hydrogen,2035,2.41981e-4
EJ,Reference,Pakistan,comm others,hydrogen,2040,4.59923e-4
EJ,Reference,Pakistan,comm others,hydrogen,2045,8.75157e-4
EJ,Reference,Pakistan,comm others,hydrogen,2050,0.00158265
EJ,Reference,Pakistan,comm others,hydrogen,2055,0.00232172
EJ,Reference,Pakistan,comm others,hydrogen,2060,0.0032583
EJ,Reference,Pakistan,comm others,hydrogen,2065,0.00440332
EJ,Reference,Pakistan,comm others,hydrogen,2070,0.00565747
EJ,Reference,Pakistan,comm others,hydrogen,2075,0.00705563
EJ,Reference,Pakistan,comm others,hydrogen,2080,0.00856067
EJ,Reference,Pakistan,comm others,hydrogen,2085,0.0101379
EJ,Reference,Pakistan,comm others,hydrogen,2090,0.0117012
EJ,Reference,Pakistan,comm others,hydrogen,2095,0.0132295
EJ,Reference,Pakistan,comm others,hydrogen,2100,0.0147212
EJ,Reference,Pakistan,comm others,refined liquids,1990,0.00529989
EJ,Reference,Pakistan,comm others,refined liquids,2005,0.0109416
EJ,Reference,Pakistan,comm others,refined liquids,2010,0.0115115
EJ,Reference,Pakistan,comm others,refined liquids,2015,0.0276676
EJ,Reference,Pakistan,comm others,refined liquids,2021,0.0338222
EJ,Reference,Pakistan,comm others,refined liquids,2025,0.0302893
EJ,Reference,Pakistan,comm others,refined liquids,2030,0.0366095
EJ,Reference,Pakistan,comm others,refined liquids,2035,0.0453189
EJ,Reference,Pakistan,comm others,refined liquids,2040,0.0554991
EJ,Reference,Pakistan,comm others,refined liquids,2045,0.0661748
EJ,Reference,Pakistan,comm others,refined liquids,2050,0.0767389
EJ,Reference,Pakistan,comm others,refined liquids,2055,0.0833766
EJ,Reference,Pakistan,comm others,refined liquids,2060,0.091478
EJ,Reference,Pakistan,comm others,refined liquids,2065,0.0981114
EJ,Reference,Pakistan,comm others,refined liquids,2070,0.102417
EJ,Reference,Pakistan,comm others,refined liquids,2075,0.10386
EJ,Reference,Pakistan,comm others,refined liquids,2080,0.102793
EJ,Reference,Pakistan,comm others,refined liquids,2085,0.0996809
EJ,Reference,Pakistan,comm others,refined liquids,2090,0.0952209
EJ,Reference,Pakistan,comm others,refined liquids,2095,0.0896659
EJ,Reference,Pakistan,comm others,refined liquids,2100,0.0843177
EJ,Reference,Pakistan,construction energy use,electricity,2025,3.14203e-7
EJ,Reference,Pakistan,construction energy use,electricity,2030,1.757675e-6
EJ,Reference,Pakistan,construction energy use,electricity,2035,5.5335419999999995e-6
EJ,Reference,Pakistan,construction energy use,electricity,2040,1.43493887e-5
EJ,Reference,Pakistan,construction energy use,electricity,2045,3.2527303e-5
EJ,Reference,Pakistan,construction energy use,electricity,2050,6.4352924e-5
EJ,Reference,Pakistan,construction energy use,electricity,2055,9.570611e-5
EJ,Reference,Pakistan,construction energy use,electricity,2060,1.2475903e-4
EJ,Reference,Pakistan,construction energy use,electricity,2065,1.5094606e-4
EJ,Reference,Pakistan,construction energy use,electricity,2070,1.7549245e-4
EJ,Reference,Pakistan,construction energy use,electricity,2075,1.9972460000000002e-4
EJ,Reference,Pakistan,construction energy use,electricity,2080,2.228059e-4
EJ,Reference,Pakistan,construction energy use,electricity,2085,2.447795e-4
EJ,Reference,Pakistan,construction energy use,electricity,2090,2.663734e-4
EJ,Reference,Pakistan,construction energy use,electricity,2095,2.873574e-4
EJ,Reference,Pakistan,construction energy use,electricity,2100,3.081907e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2025,4.437167e-5
EJ,Reference,Pakistan,construction energy use,hydrogen,2030,1.1113318000000001e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2035,1.9154780099999997e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2040,2.87331007e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2045,3.99483105e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2050,5.2679812e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2055,6.6227316e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2060,8.1042221e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2065,9.6436562e-4
EJ,Reference,Pakistan,construction energy use,hydrogen,2070,0.0011189309800000002
EJ,Reference,Pakistan,construction energy use,hydrogen,2075,0.0012712532000000003
EJ,Reference,Pakistan,construction energy use,hydrogen,2080,0.0014156236000000002
EJ,Reference,Pakistan,construction energy use,hydrogen,2085,0.0015531132000000001
EJ,Reference,Pakistan,construction energy use,hydrogen,2090,0.0016884804
EJ,Reference,Pakistan,construction energy use,hydrogen,2095,0.0018206052999999998
EJ,Reference,Pakistan,construction energy use,hydrogen,2100,0.0019517463
EJ,Reference,Pakistan,construction energy use,refined liquids,2025,6.20323e-5
EJ,Reference,Pakistan,construction energy use,refined liquids,2030,1.450621e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2035,2.294019e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2040,3.074519e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2045,3.707482e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2050,4.138821e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2055,4.698034e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2060,5.482928e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2065,6.419967e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2070,7.411001e-4
