Units,scenario,region,sector,input,year,value
EJ,Reference,Pakistan,process heat food processing,electricity,2065,0.007310463131999999
EJ,Reference,Pakistan,process heat food processing,electricity,2070,0.00836936756
EJ,Reference,Pakistan,process heat food processing,electricity,2075,0.00924204533
EJ,Reference,Pakistan,process heat food processing,electricity,2080,0.00993750863
EJ,Reference,Pakistan,process heat food processing,electricity,2085,0.01055354195
EJ,Reference,Pakistan,process heat food processing,electricity,2090,0.011179214619999999
EJ,Reference,Pakistan,process heat food processing,electricity,2095,0.01176090491
EJ,Reference,Pakistan,process heat food processing,electricity,2100,0.0122213849
EJ,Reference,Pakistan,process heat food processing,gas,1990,0.0257625
EJ,Reference,Pakistan,process heat food processing,gas,2005,0.0618118
EJ,Reference,Pakistan,process heat food processing,gas,2010,0.0773109
EJ,Reference,Pakistan,process heat food processing,gas,2015,0.0658344
EJ,Reference,Pakistan,process heat food processing,gas,2021,0.0616439
EJ,Reference,Pakistan,process heat food processing,gas,2025,0.06655280999999999
EJ,Reference,Pakistan,process heat food processing,gas,2030,0.073689096
EJ,Reference,Pakistan,process heat food processing,gas,2035,0.07982836300000001
EJ,Reference,Pakistan,process heat food processing,gas,2040,0.08246296899999998
EJ,Reference,Pakistan,process heat food processing,gas,2045,0.08344159349999998
EJ,Reference,Pakistan,process heat food processing,gas,2050,0.0861904604
EJ,Reference,Pakistan,process heat food processing,gas,2055,0.09064157360000001
EJ,Reference,Pakistan,process heat food processing,gas,2060,0.09567944979999998
EJ,Reference,Pakistan,process heat food processing,gas,2065,0.10031198764000003
EJ,Reference,Pakistan,process heat food processing,gas,2070,0.1037339462
EJ,Reference,Pakistan,process heat food processing,gas,2075,0.10617118200000002
EJ,Reference,Pakistan,process heat food processing,gas,2080,0.10734099760000002
EJ,Reference,Pakistan,process heat food processing,gas,2085,0.10776432030000001
EJ,Reference,Pakistan,process heat food processing,gas,2090,0.1082423036
EJ,Reference,Pakistan,process heat food processing,gas,2095,0.10899773750000002
EJ,Reference,Pakistan,process heat food processing,gas,2100,0.10962324740000001
EJ,Reference,Pakistan,process heat food processing,refined liquids,1990,0.0167788
EJ,Reference,Pakistan,process heat food processing,refined liquids,2005,0.00716884
EJ,Reference,Pakistan,process heat food processing,refined liquids,2010,0.00849653
EJ,Reference,Pakistan,process heat food processing,refined liquids,2015,0.0161026
EJ,Reference,Pakistan,process heat food processing,refined liquids,2021,0.00705968
EJ,Reference,Pakistan,process heat food processing,refined liquids,2025,0.00730005
EJ,Reference,Pakistan,process heat food processing,refined liquids,2030,0.0080993731
EJ,Reference,Pakistan,process heat food processing,refined liquids,2035,0.0089358307
EJ,Reference,Pakistan,process heat food processing,refined liquids,2040,0.0097113759
EJ,Reference,Pakistan,process heat food processing,refined liquids,2045,0.010424658
EJ,Reference,Pakistan,process heat food processing,refined liquids,2050,0.011241022900000001
EJ,Reference,Pakistan,process heat food processing,refined liquids,2055,0.011932287700000002
EJ,Reference,Pakistan,process heat food processing,refined liquids,2060,0.012630156220000001
EJ,Reference,Pakistan,process heat food processing,refined liquids,2065,0.013224035570000002
EJ,Reference,Pakistan,process heat food processing,refined liquids,2070,0.013750353315000002
EJ,Reference,Pakistan,process heat food processing,refined liquids,2075,0.014269623110000003
EJ,Reference,Pakistan,process heat food processing,refined liquids,2080,0.01471509817
EJ,Reference,Pakistan,process heat food processing,refined liquids,2085,0.01500385052
EJ,Reference,Pakistan,process heat food processing,refined liquids,2090,0.015175978480000001
EJ,Reference,Pakistan,process heat food processing,refined liquids,2095,0.015249233760000001
EJ,Reference,Pakistan,process heat food processing,refined liquids,2100,0.01526382088
EJ,Reference,Pakistan,process heat food processing,solar,2030,9.093190000000001e-5
EJ,Reference,Pakistan,process heat food processing,solar,2035,3.4898581999999993e-4
EJ,Reference,Pakistan,process heat food processing,solar,2040,9.649398499999999e-4
EJ,Reference,Pakistan,process heat food processing,solar,2045,0.0018649003410000002
EJ,Reference,Pakistan,process heat food processing,solar,2050,0.002571198904
EJ,Reference,Pakistan,process heat food processing,solar,2055,0.00310347277
EJ,Reference,Pakistan,process heat food processing,solar,2060,0.00375210791
EJ,Reference,Pakistan,process heat food processing,solar,2065,0.004579929999999999
EJ,Reference,Pakistan,process heat food processing,solar,2070,0.005425129499999999
EJ,Reference,Pakistan,process heat food processing,solar,2075,0.006114472700000001
EJ,Reference,Pakistan,process heat food processing,solar,2080,0.0066551955
EJ,Reference,Pakistan,process heat food processing,solar,2085,0.007180035800000001
EJ,Reference,Pakistan,process heat food processing,solar,2090,0.007760164
EJ,Reference,Pakistan,process heat food processing,solar,2095,0.0083444003
EJ,Reference,Pakistan,process heat food processing,solar,2100,0.0088480567
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,1990,1.79108e-4
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2005,9.0292e-4
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2010,0.00119093
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2015,0.00143713
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2021,0.00254045
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2025,0.00315336
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2030,0.00403892
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2035,0.0052219
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2040,0.00706464
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2045,0.00964265
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2050,0.0129828
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2055,0.017156
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2060,0.0221223
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2065,0.027701
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2070,0.0334198
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2075,0.0389445
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2080,0.0438373
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2085,0.0479338
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2090,0.051072
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2095,0.0531732
EJ,Reference,Pakistan,resid cooling modern_d1,electricity,2100,0.0548126
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,1990,0.00694851
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2005,0.0186764
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2010,0.0203784
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2015,0.0245283
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2021,0.035428
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2025,0.0405576
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2030,0.0487333
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2035,0.0564115
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2040,0.0644961
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2045,0.072538
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2050,0.0797264
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2055,0.0856103
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2060,0.0898243
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2065,0.0922032
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2070,0.0931653
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2075,0.0926343
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2080,0.0907731
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2085,0.0880735
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2090,0.0846517
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2095,0.080688
EJ,Reference,Pakistan,resid cooling modern_d10,electricity,2100,0.0766324
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,1990,3.61573e-4
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2005,0.00169667
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2010,0.00217077
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2015,0.00266492
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2021,0.00439041
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2025,0.0052619
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2030,0.00668691
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2035,0.00869179
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2040,0.0114764
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2045,0.0152377
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2050,0.0199312
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2055,0.025552
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2060,0.0319255
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2065,0.0386853
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2070,0.0451959
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2075,0.0510194
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2080,0.0556818
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2085,0.0591074
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2090,0.0612215
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2095,0.0620721
EJ,Reference,Pakistan,resid cooling modern_d2,electricity,2100,0.0623682
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,1990,5.01241e-4
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2005,0.00221895
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2010,0.0028189
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2015,0.00349133
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2021,0.00552491
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2025,0.00649145
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2030,0.00826454
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2035,0.0106452
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2040,0.0139001
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2045,0.0182163
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2050,0.0234991
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2055,0.0296901
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2060,0.0365419
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2065,0.0436045
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2070,0.0502102
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2075,0.0559036
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2080,0.0602311
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2085,0.0631825
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2090,0.0647365
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2095,0.0650013
EJ,Reference,Pakistan,resid cooling modern_d3,electricity,2100,0.0647243
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,1990,6.44357e-4
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2005,0.00270091
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2010,0.00341856
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2015,0.00426212
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2021,0.00653284
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2025,0.00754638
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2030,0.00961171
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2035,0.0122947
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2040,0.0159138
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2045,0.0206393
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2050,0.0263316
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2055,0.032886
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2060,0.0400006
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2065,0.0471708
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2070,0.053732
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2075,0.0592301
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2080,0.0632395
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2085,0.0658027
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2090,0.0669378
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2095,0.066792
EJ,Reference,Pakistan,resid cooling modern_d4,electricity,2100,0.0661271
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,1990,8.05098e-4
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2005,0.00322436
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2010,0.00403906
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2015,0.00506355
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2021,0.00754478
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2025,0.00857855
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2030,0.0109237
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2035,0.0138861
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2040,0.0178297
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2045,0.022903
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2050,0.0289229
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2055,0.0357408
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2060,0.04301
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2065,0.0501868
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2070,0.0566311
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2075,0.0618991
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2080,0.0655959
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2085,0.0678103
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2090,0.0685909
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2095,0.0681133
EJ,Reference,Pakistan,resid cooling modern_d5,electricity,2100,0.0671412
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,1990,0.00100316
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2005,0.00380401
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2010,0.00475214
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2015,0.00598373
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2021,0.00869282
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2025,0.00974247
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2030,0.0123946
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2035,0.0156551
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2040,0.0199333
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2045,0.0253501
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2050,0.0316747
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2055,0.0387121
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2060,0.0460737
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2065,0.0531856
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2070,0.0594498
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2075,0.0644395
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2080,0.0677948
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2085,0.0696503
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2090,0.0700822
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2095,0.0692893
EJ,Reference,Pakistan,resid cooling modern_d6,electricity,2100,0.0680294
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,1990,0.00127436
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2005,0.00462808
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2010,0.00566013
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2015,0.00714815
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2021,0.0101574
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2025,0.0112449
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2030,0.0142785
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2035,0.0179006
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2040,0.02257
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2045,0.0283703
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2050,0.0350122
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2055,0.0422466
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2060,0.0496424
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2065,0.0566027
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2070,0.0625958
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2075,0.0672193
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2080,0.0701574
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2085,0.0715955
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2090,0.071637
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2095,0.0705018
EJ,Reference,Pakistan,resid cooling modern_d7,electricity,2100,0.0689326
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,1990,0.0016895
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2005,0.00586349
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2010,0.00695323
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2015,0.00878904
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2021,0.0122598
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2025,0.0134467
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2030,0.017012
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2035,0.0211243
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2040,0.0263026
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2045,0.0325754
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2050,0.0395742
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2055,0.0469818
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2060,0.0543224
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2065,0.0609881
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2070,0.0665518
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2075,0.0706471
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2080,0.0730195
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2085,0.0739158
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2090,0.0734687
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2095,0.0719174
EJ,Reference,Pakistan,resid cooling modern_d8,electricity,2100,0.0699767
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,1990,0.00249608
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2005,0.00832192
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2010,0.00929616
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2015,0.0116826
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2021,0.0162222
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2025,0.0178393
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2030,0.0223774
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2035,0.027361
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2040,0.0334027
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2045,0.0404303
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2050,0.0479357
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2055,0.0554979
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2060,0.0625851
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2065,0.0686067
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2070,0.0733185
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2075,0.0764213
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2080,0.0777759
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2085,0.0777328
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2090,0.0764647
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2095,0.074232
EJ,Reference,Pakistan,resid cooling modern_d9,electricity,2100,0.0717008
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,1990,0.00496443
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2005,0.00729606
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2010,0.00826727
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2015,0.00958509
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2021,0.0108461
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2025,0.00917758
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2030,0.00715553
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2035,0.00690386
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2040,0.00664955
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2045,0.00635931
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2050,0.00603168
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2055,0.005674
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2060,0.00527203
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2065,0.00481937
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2070,0.00434882
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2075,0.00384361
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2080,0.00331182
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2085,0.00277284
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2090,0.00222261
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2095,0.00166677
EJ,Reference,Pakistan,resid heating TradBio_d1,traditional biomass,2100,0.00110694
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,1990,0.00137464
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2005,0.00212603
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2010,0.00246894
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2015,0.00260397
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2021,0.00274412
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2025,0.00269594
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2030,0.00263759
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2035,0.00258123
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2040,0.00253502
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2045,0.00237614
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2050,0.00156275
EJ,Reference,Pakistan,resid heating TradBio_d10,traditional biomass,2055,7.30386e-4
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,1990,0.00444433
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2005,0.00634677
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2010,0.00711658
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2015,0.00809293
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2021,0.00907602
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2025,0.00813205
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2030,0.00695965
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2035,0.0066736
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2040,0.00637398
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2045,0.006026
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2050,0.00562882
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2055,0.00519004
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2060,0.00469676
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2065,0.00414312
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2070,0.00356716
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2075,0.00295389
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2080,0.00231524
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2085,0.00167354
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2090,0.00102759
EJ,Reference,Pakistan,resid heating TradBio_d2,traditional biomass,2095,3.84758e-4
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,1990,0.00415632
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2005,0.00589508
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2010,0.00657147
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2015,0.00739349
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2021,0.00830829
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2025,0.00767326
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2030,0.00685564
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2035,0.00655213
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2040,0.00623022
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2045,0.00585479
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2050,0.00542563
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2055,0.00495096
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2060,0.0044189
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2065,0.00382436
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2070,0.00320687
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2075,0.00255217
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2080,0.00187383
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2085,0.00119528
EJ,Reference,Pakistan,resid heating TradBio_d3,traditional biomass,2090,5.16412e-4
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,1990,0.00391618
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2005,0.00554995
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2010,0.00615729
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2015,0.00686705
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2021,0.00774704
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2025,0.0073352
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2030,0.00676979
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2035,0.00645238
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2040,0.0061132
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2045,0.00571713
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2050,0.0052646
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2055,0.0047646
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2060,0.00420622
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2065,0.00358508
EJ,Reference,Pakistan,resid heating TradBio_d4,traditional biomass,2070,0.00294107
