Units,scenario,region,ghg,year,value
Tg,Reference,Pakistan,NOx_AGR,2095,0.8332342231880461
Tg,Reference,Pakistan,NOx_AGR,2100,0.8421224356238628
Tg,Reference,Pakistan,NOx_AWB,1975,0.0034515338269310004
Tg,Reference,Pakistan,NOx_AWB,1990,0.0030832587299159998
Tg,Reference,Pakistan,NOx_AWB,2005,0.0026004331922140004
Tg,Reference,Pakistan,NOx_AWB,2010,0.0028960470086210007
Tg,Reference,Pakistan,NOx_AWB,2015,0.0031350720227600005
Tg,Reference,Pakistan,NOx_AWB,2021,0.003441231642526001
Tg,Reference,Pakistan,NOx_AWB,2025,0.003524706016637
Tg,Reference,Pakistan,NOx_AWB,2030,0.0037514186174649996
Tg,Reference,Pakistan,NOx_AWB,2035,0.003936917779586
Tg,Reference,Pakistan,NOx_AWB,2040,0.004028015090601001
Tg,Reference,Pakistan,NOx_AWB,2045,0.003984784419574002
Tg,Reference,Pakistan,NOx_AWB,2050,0.003861842638772001
Tg,Reference,Pakistan,NOx_AWB,2055,0.0035481629460190024
Tg,Reference,Pakistan,NOx_AWB,2060,0.003294171845425
Tg,Reference,Pakistan,NOx_AWB,2065,0.0030261990438499994
Tg,Reference,Pakistan,NOx_AWB,2070,0.0027562803664379996
Tg,Reference,Pakistan,NOx_AWB,2075,0.0025105395185950003
Tg,Reference,Pakistan,NOx_AWB,2080,0.0022805501648659994
Tg,Reference,Pakistan,NOx_AWB,2085,0.0021294926658949995
Tg,Reference,Pakistan,NOx_AWB,2090,0.0021402520534200007
Tg,Reference,Pakistan,NOx_AWB,2095,0.002148893825222
Tg,Reference,Pakistan,NOx_AWB,2100,0.002154686501845
Tg,Reference,Pakistan,OC,1975,0.018031220887000002
Tg,Reference,Pakistan,OC,1990,0.2642451223676999
Tg,Reference,Pakistan,OC,2005,0.40091075645499996
Tg,Reference,Pakistan,OC,2010,0.4488455479070002
Tg,Reference,Pakistan,OC,2015,0.49680598306639995
Tg,Reference,Pakistan,OC,2021,0.5556566848960001
Tg,Reference,Pakistan,OC,2025,0.5449685215969601
Tg,Reference,Pakistan,OC,2030,0.51781174294058
Tg,Reference,Pakistan,OC,2035,0.49273108269617005
Tg,Reference,Pakistan,OC,2040,0.47232458234555985
Tg,Reference,Pakistan,OC,2045,0.45459445756939
Tg,Reference,Pakistan,OC,2050,0.4376386133778903
Tg,Reference,Pakistan,OC,2055,0.41110488137000706
Tg,Reference,Pakistan,OC,2060,0.3955843833542902
Tg,Reference,Pakistan,OC,2065,0.3819302411094169
Tg,Reference,Pakistan,OC,2070,0.36986629154471995
Tg,Reference,Pakistan,OC,2075,0.3584374635777889
Tg,Reference,Pakistan,OC,2080,0.346731037167019
Tg,Reference,Pakistan,OC,2085,0.33487751068760313
Tg,Reference,Pakistan,OC,2090,0.32395493390508207
Tg,Reference,Pakistan,OC,2095,0.3129300223096679
Tg,Reference,Pakistan,OC,2100,0.30262008288719794
Tg,Reference,Pakistan,OC_AWB,1975,0.0025525817418729987
Tg,Reference,Pakistan,OC_AWB,1990,0.0022802248220280008
Tg,Reference,Pakistan,OC_AWB,2005,0.0019231502455189999
Tg,Reference,Pakistan,OC_AWB,2010,2.8781936955399985e-4
Tg,Reference,Pakistan,OC_AWB,2015,3.115743358919999e-4
Tg,Reference,Pakistan,OC_AWB,2021,3.4200138202400014e-4
Tg,Reference,Pakistan,OC_AWB,2025,3.5029751959800005e-4
Tg,Reference,Pakistan,OC_AWB,2030,3.72828681286e-4
Tg,Reference,Pakistan,OC_AWB,2035,3.9126384536499994e-4
Tg,Reference,Pakistan,OC_AWB,2040,4.003173876800001e-4
Tg,Reference,Pakistan,OC_AWB,2045,3.9602096925899985e-4
Tg,Reference,Pakistan,OC_AWB,2050,3.83802652526e-4
Tg,Reference,Pakistan,OC_AWB,2055,3.5262781970099994e-4
Tg,Reference,Pakistan,OC_AWB,2060,3.2738497205799996e-4
Tg,Reference,Pakistan,OC_AWB,2065,3.0075247710599994e-4
Tg,Reference,Pakistan,OC_AWB,2070,2.73926668311e-4
Tg,Reference,Pakistan,OC_AWB,2075,2.495042332750001e-4
Tg,Reference,Pakistan,OC_AWB,2080,2.2664719687700012e-4
Tg,Reference,Pakistan,OC_AWB,2085,2.1163433530099998e-4
Tg,Reference,Pakistan,OC_AWB,2090,2.127036403779999e-4
Tg,Reference,Pakistan,OC_AWB,2095,2.1356220540199984e-4
Tg,Reference,Pakistan,OC_AWB,2100,2.1413803823299994e-4
Tg,Reference,Pakistan,SO2_2,1975,0.09978973884399998
Tg,Reference,Pakistan,SO2_2,1990,0.593606415595
Tg,Reference,Pakistan,SO2_2,2005,1.0183256386354007
Tg,Reference,Pakistan,SO2_2,2010,1.270298826887
Tg,Reference,Pakistan,SO2_2,2015,1.3315874887701504
Tg,Reference,Pakistan,SO2_2,2021,2.175844585018301
Tg,Reference,Pakistan,SO2_2,2025,2.2986048390359004
Tg,Reference,Pakistan,SO2_2,2030,2.8424944721869982
Tg,Reference,Pakistan,SO2_2,2035,3.452534535644602
Tg,Reference,Pakistan,SO2_2,2040,4.202026306928168
Tg,Reference,Pakistan,SO2_2,2045,4.962074061702061
Tg,Reference,Pakistan,SO2_2,2050,5.610326052464558
Tg,Reference,Pakistan,SO2_2,2055,6.0954846573231
Tg,Reference,Pakistan,SO2_2,2060,6.69712765424039
Tg,Reference,Pakistan,SO2_2,2065,7.266777086863813
Tg,Reference,Pakistan,SO2_2,2070,7.800344735837564
Tg,Reference,Pakistan,SO2_2,2075,8.269959224278804
Tg,Reference,Pakistan,SO2_2,2080,8.632545862718887
Tg,Reference,Pakistan,SO2_2,2085,8.867965889398057
Tg,Reference,Pakistan,SO2_2,2090,9.052484097304935
Tg,Reference,Pakistan,SO2_2,2095,9.170510292347576
Tg,Reference,Pakistan,SO2_2,2100,9.20742564310483
Tg,Reference,Pakistan,SO2_2_AWB,1975,4.43926540234e-4
Tg,Reference,Pakistan,SO2_2_AWB,1990,3.9655979973000005e-4
Tg,Reference,Pakistan,SO2_2_AWB,2005,3.344593804449999e-4
Tg,Reference,Pakistan,SO2_2_AWB,2010,3.72480488421e-4
Tg,Reference,Pakistan,SO2_2_AWB,2015,4.032234791870001e-4
Tg,Reference,Pakistan,SO2_2_AWB,2021,4.42600683629e-4
Tg,Reference,Pakistan,SO2_2_AWB,2025,4.533370063939999e-4
Tg,Reference,Pakistan,SO2_2_AWB,2030,4.8249579050900005e-4
Tg,Reference,Pakistan,SO2_2_AWB,2035,5.06354200497e-4
Tg,Reference,Pakistan,SO2_2_AWB,2040,5.180705435769999e-4
Tg,Reference,Pakistan,SO2_2_AWB,2045,5.125096040710001e-4
Tg,Reference,Pakistan,SO2_2_AWB,2050,4.966976914280001e-4
Tg,Reference,Pakistan,SO2_2_AWB,2055,4.56352523542e-4
Tg,Reference,Pakistan,SO2_2_AWB,2060,4.236843612330001e-4
Tg,Reference,Pakistan,SO2_2_AWB,2065,3.892185219860001e-4
Tg,Reference,Pakistan,SO2_2_AWB,2070,3.545022108569999e-4
Tg,Reference,Pakistan,SO2_2_AWB,2075,3.22895795356e-4
Tg,Reference,Pakistan,SO2_2_AWB,2080,2.93314977102e-4
Tg,Reference,Pakistan,SO2_2_AWB,2085,2.738866707709999e-4
Tg,Reference,Pakistan,SO2_2_AWB,2090,2.7527039056799986e-4
Tg,Reference,Pakistan,SO2_2_AWB,2095,2.7638174333400017e-4
Tg,Reference,Pakistan,SO2_2_AWB,2100,2.77126789954e-4
